rank,code,name,industry,price,pct_change,amount,total_score,raw_score,entry_bonus,flow_score,sector_score,tech_score,trend_score,volume_score,dmi_score,macd_score,expma_score,money_flow_score,leading_score,context_score,event_score,event_count,event_note,event_titles,margin_score,margin_balance_change_pct,margin_net_buy,margin_note,lhb_score,lhb_count,lhb_net_buy,lhb_note,context_note,selection_reason,watch_reason,buy_action,buy_trigger,buy_avoid_rules,max_open_gap_pct,max_buy_price,pullback_buy_price,invalid_below_price,trend_quality_score,trend_persistence_score,ma20_slope_score,ma20_distance_score,adx,plus_di,minus_di,pdi_mdi_diff,vol_ratio,close_ma21_ratio,close_ma20_ratio,above_ma20_days_20,ma20_slope_10_pct,ma20_slope_20_pct,trend_quality_pass,current_above_ma20,ma20_not_overheated,ma3_ma5_ratio,expma_ratio,macd_diff,macd_dea,macd_hist,main_net_amount,main_net_ratio,sector_rank_pct,stock_rank_in_sector,amount_ok,fund_ok,sector_hot,leading_stock,consecutive_up,consecutive_down,entry_label,planned_holding_days,stop_loss_price,take_profit_1_price,take_profit_2_price,trailing_stop_price,risk_reward_ratio,exit_strategy,exit_signal,exit_note,day1_stop_loss_price,day1_take_profit_price,day1_exit_plan,day2_stop_loss_price,day2_take_profit_price,day2_exit_plan,day3_stop_loss_price,day3_take_profit_price,day3_exit_plan
11,000620,盈新发展,,3.85,10.0,3141476127.0,83.27,87.27,-4,10.5,20.0,23.66,10.55,8.9,12.92,8.0,10.0,10.5,9.19,-2.8,0.0,12,近期公告中性,盈新发展:君泽君律师事务所关于公司2025年年度股东会见证之法律意见书；盈新发展:关于为控股子公司融资提供担保的进展公告；盈新发展:2025年年度股东会决议公告,-2.8,-40.29,-119185.0,融资余额下降-40.3%,0.0,0,0.0,近期未上龙虎榜,近期公告中性；融资余额下降-40.3%；近期未上龙虎榜,趋势质量较好；DMI趋势偏强；量能放大；MACD动能确认；资金净流入,短线已有涨幅，避免高开追入；当日涨幅较高；偏离MA20较大；事件/两融/龙虎榜偏负,等回踩确认,T+1不涨停、不停牌；开盘高开不超过1.5%且价格≤3.91；盘中回踩3.40附近不破、重新放量转强再考虑。,一字涨停/开盘涨停不买；高开超过1.5%不追；跌破3.79或开盘后放量走弱不买；成交额明显不足不买。,1.5,3.91,3.4,3.79,10.55,3.0,4.55,0.0,40.8,38.94,5.04,33.9,2.23,0.251742,1.246964,10,3.6422,0.7341,False,True,False,0.033333,0.070235,0.182014,0.09985,0.164327,572803889.0,0.182336,0.0814,0.0814,True,True,True,True,2,0,🟠 远离均线，不宜追高,1,3.58,4.28,4.55,3.58,1.6,1日快进快出，冲高先兑现,1日短线计划；T+1看4.09/止损3.72；T+2看4.17/止损3.58；T+3看4.28/止损3.58,参考信号日收盘价3.85，若T+1买入价明显高于该价，止损/止盈需按实际成交价等比例上移；若放量跌破MA20，应优先退出。,3.72,4.09,T+1：冲到4.09先减仓，跌破3.72止损；若高开低走不恋战,3.58,4.17,T+2：未突破4.17且量能转弱则减仓，跌破3.58退出,3.58,4.28,T+3：到4.28分批止盈，跌破3.58或MA5失守退出
12,000925,众合科技,,10.27,9.96,1101633980.0,83.13,87.13,-4,10.93,15.0,24.4,11.3,6.33,15.0,8.0,10.0,10.93,9.07,1.5,1.5,13,公告偏正面(1个积极关键词),众合科技:关于召开2026年第一次临时股东会的提示性公告；众合科技:财通证券股份有限公司关于浙江众合科技股份有限公司募集资金投资项目增加实施地点的核查意见；众合科技:关于召开2026年第一次临时股东会的通知,0.0,0.0,0.0,无两融数据,0.0,0,0.0,近期未上龙虎榜,公告偏正面(1个积极关键词)；无两融数据；近期未上龙虎榜,趋势质量较好；MA20斜率上行；DMI趋势偏强；量能放大；MACD动能确认,短线已有涨幅，避免高开追入；当日涨幅较高；偏离MA20较大,等回踩确认,T+1不涨停、不停牌；开盘高开不超过1.5%且价格≤10.42；盘中回踩9.50附近不破、重新放量转强再考虑。,一字涨停/开盘涨停不买；高开超过1.5%不追；跌破10.12或开盘后放量走弱不买；成交额明显不足不买。,1.5,10.42,9.5,10.12,11.3,3.3,5.0,0.0,56.6,44.15,4.51,39.64,1.58,0.193261,1.187695,11,5.4834,-4.4953,False,True,True,0.009261,0.05745,0.401976,0.278827,0.246299,221003136.0,0.200614,0.093,0.093,True,True,True,True,2,0,🟠 远离均线，不宜追高,1,9.55,11.42,12.14,9.66,1.6,1日快进快出，冲高先兑现,1日短线计划；T+1看10.92/止损9.91；T+2看11.13/止损9.61；T+3看11.42/止损9.66,参考信号日收盘价10.27，若T+1买入价明显高于该价，止损/止盈需按实际成交价等比例上移；若放量跌破MA20，应优先退出。,9.91,10.92,T+1：冲到10.92先减仓，跌破9.91止损；若高开低走不恋战,9.61,11.13,T+2：未突破11.13且量能转弱则减仓，跌破9.61退出,9.66,11.42,T+3：到11.42分批止盈，跌破9.66或MA5失守退出
13,000776,广发证券,,24.86,6.24,4782356334.0,81.89,81.89,0,9.57,15.0,22.04,13.88,6.0,11.79,8.0,10.0,9.57,7.44,0.2,0.0,30,近期公告中性,广发证券:广发证券股份有限公司关于永续次级债券触发强制付息事件的公告；广发证券:广发证券股份有限公司公司债券2025年年度受托管理事务报告；广发证券:广发证券股份有限公司公开发行次级债券受托管理事务报告(2025年度),0.2,2.14,-77303779.0,融资余额上升2.1%,0.0,0,0.0,近期未上龙虎榜,近期公告中性；融资余额上升2.1%；近期未上龙虎榜,趋势质量较好；MA20斜率上行；DMI趋势偏强；量能放大；MACD动能确认,短线已有涨幅，避免高开追入；偏离MA20较大,等回踩确认,T+1不涨停、不停牌；开盘高开不超过1.5%且价格≤25.23；盘中回踩23.60附近不破、重新放量转强再考虑。,一字涨停/开盘涨停不买；高开超过1.5%不追；跌破24.49或开盘后放量走弱不买；成交额明显不足不买。,1.5,25.23,23.6,24.49,13.88,4.2,5.0,1.68,38.6,34.56,11.9,22.66,1.5,0.178678,1.172835,14,9.9888,7.0693,True,True,True,0.009237,0.07258,1.007661,0.919725,0.175872,682332112.0,0.142677,0.2558,0.2558,True,True,False,False,2,0,🟠 连涨2天，注意节奏,1,23.12,27.64,29.38,23.4,1.6,1日快进快出，冲高先兑现,1日短线计划；T+1看26.43/止损23.99；T+2看26.95/止损23.28；T+3看27.64/止损23.40,参考信号日收盘价24.86，若T+1买入价明显高于该价，止损/止盈需按实际成交价等比例上移；若放量跌破MA20，应优先退出。,23.99,26.43,T+1：冲到26.43先减仓，跌破23.99止损；若高开低走不恋战,23.28,26.95,T+2：未突破26.95且量能转弱则减仓，跌破23.28退出,23.4,27.64,T+3：到27.64分批止盈，跌破23.40或MA5失守退出
14,601678,滨化股份,,7.0,6.22,2499534521.0,81.12,87.12,-6,9.44,15.0,21.5,14.01,8.68,11.87,8.0,10.0,9.44,7.33,2.8,0.0,6,近期公告中性,滨化股份:滨化股份关于刊发H股招股说明书、H股发行价格上限及H股香港公开发售等事宜的公告；滨化股份:滨化股份第六届董事会第十七次会议决议公告；滨化股份:滨化股份关于刊发境外上市股份(H股)发行聆讯后资料集的公告,2.8,8.92,18818905.0,融资余额上升8.9%,0.0,0,0.0,近期未上龙虎榜,近期公告中性；融资余额上升8.9%；近期未上龙虎榜,趋势质量较好；MA20斜率上行；DMI趋势偏强；量能放大；MACD动能确认,短线已有涨幅，避免高开追入；偏离MA20较大,等回踩确认,T+1不涨停、不停牌；开盘高开不超过1.5%且价格≤7.10；盘中回踩6.58附近不破、重新放量转强再考虑。,一字涨停/开盘涨停不买；高开超过1.5%不追；跌破6.89或开盘后放量走弱不买；成交额明显不足不买。,1.5,7.1,6.58,6.89,14.01,4.2,5.0,1.81,38.7,36.97,10.75,26.22,2.17,0.171782,1.167737,14,5.139,7.0542,True,True,True,0.013062,0.063425,0.253697,0.203923,0.099548,342493980.0,0.137023,0.2674,0.2674,True,True,False,False,3,0,🟠 连涨多日，等回调再入,1,6.51,7.78,8.27,6.54,1.6,1日快进快出，冲高先兑现,1日短线计划；T+1看7.44/止损6.75；T+2看7.59/止损6.51；T+3看7.78/止损6.54,参考信号日收盘价7.00，若T+1买入价明显高于该价，止损/止盈需按实际成交价等比例上移；若放量跌破MA20，应优先退出。,6.75,7.44,T+1：冲到7.44先减仓，跌破6.75止损；若高开低走不恋战,6.51,7.59,T+2：未突破7.59且量能转弱则减仓，跌破6.51退出,6.54,7.78,T+3：到7.78分批止盈，跌破6.54或MA5失守退出
15,601211,国泰海通,,19.12,5.05,4914597776.0,80.95,86.95,-6,9.08,10.0,44.84,15.0,7.55,15.0,15.0,10.0,9.08,6.63,-1.3,1.5,10,公告偏正面(1个积极关键词),国泰海通:国泰海通证券股份有限公司关于全资子公司海通创新证券投资有限公司吸收合并国泰君安证裕投资有限公司的进展公告；国泰海通:国泰海通证券股份有限公司2026年第一次临时股东会决议公告；国泰海通:国泰海通证券股份有限公司关于注销部分A股回购股份减少注册资本通知债权人的公告,-2.8,-5.01,-51634788.0,融资余额下降-5.0%,0.0,0,0.0,近期未上龙虎榜,公告偏正面(1个积极关键词)；融资余额下降-5.0%；近期未上龙虎榜,趋势质量较好；20日多数站上MA20；MA20斜率上行；DMI趋势偏强；量能放大,短线已有涨幅，避免高开追入；事件/两融/龙虎榜偏负,轻仓观察,T+1不涨停、不停牌；开盘高开不超过2.0%且价格≤19.50；盘中回踩18.28附近不破、重新放量转强再考虑。,一字涨停/开盘涨停不买；高开超过2.0%不追；跌破18.83或开盘后放量走弱不买；成交额明显不足不买。,2.0,19.5,18.28,18.83,15.0,6.0,5.0,3.62,48.6,42.87,8.44,34.43,1.89,0.099091,1.095388,20,8.1977,11.6156,True,True,True,0.009808,0.042103,0.433329,0.373164,0.120329,598618848.0,0.121804,0.3372,0.3372,True,True,False,False,3,0,🟠 连涨多日，等回调再入,1,17.84,21.17,22.45,18.27,1.6,1日快进快出，冲高先兑现,1日短线计划；T+1看20.27/止损18.45；T+2看20.66/止损18.19；T+3看21.17/止损18.27,参考信号日收盘价19.12，若T+1买入价明显高于该价，止损/止盈需按实际成交价等比例上移；若放量跌破MA20，应优先退出。,18.45,20.27,T+1：冲到20.27先减仓，跌破18.45止损；若高开低走不恋战,18.19,20.66,T+2：未突破20.66且量能转弱则减仓，跌破18.19退出,18.27,21.17,T+3：到21.17分批止盈，跌破18.27或MA5失守退出
16,603067,振华股份,,49.5,6.93,3408397767.0,80.38,80.38,0,7.27,15.0,22.94,9.51,7.82,13.95,8.0,10.0,7.27,8.02,0.8,0.0,4,近期公告中性,振华股份:振华股份关于向不特定对象发行可转换公司债券申请获得中国证券监督管理委员会同意注册批复的公告；关于同意湖北振华化学股份有限公司向不特定对象发行可转换公司债券注册的批复；振华股份:振华股份关于完成工商变更登记并换发营业执照的公告,0.8,-0.31,99725425.0,融资余额上升-0.3%,0.0,0,0.0,近期未上龙虎榜,近期公告中性；融资余额上升-0.3%；近期未上龙虎榜,DMI趋势偏强；量能放大；MACD动能确认；资金净流入；板块相对靠前,短线已有涨幅，避免高开追入；偏离MA20较大,等回踩确认,T+1不涨停、不停牌；开盘高开不超过1.5%且价格≤50.24；盘中回踩45.90附近不破、重新放量转强再考虑。,一字涨停/开盘涨停不买；高开超过1.5%不追；跌破48.76或开盘后放量走弱不买；成交额明显不足不买。,1.5,50.24,45.9,48.76,9.51,2.4,4.11,0.0,42.9,44.42,13.35,31.08,1.96,0.296038,1.289936,8,3.292,-3.8282,False,True,False,0.00032,0.09816,3.016565,2.350358,1.332414,152559708.0,0.04476,0.1977,0.1977,True,True,True,True,2,0,🟠 连涨2天，注意节奏,1,46.04,55.04,59.24,46.04,1.6,1日快进快出，冲高先兑现,1日短线计划；T+1看52.62/止损47.77；T+2看53.66/止损46.04；T+3看55.04/止损46.04,参考信号日收盘价49.50，若T+1买入价明显高于该价，止损/止盈需按实际成交价等比例上移；若放量跌破MA20，应优先退出。,47.77,52.62,T+1：冲到52.62先减仓，跌破47.77止损；若高开低走不恋战,46.04,53.66,T+2：未突破53.66且量能转弱则减仓，跌破46.04退出,46.04,55.04,T+3：到55.04分批止盈，跌破46.04或MA5失守退出
17,000012,南 玻Ａ,,5.25,1.74,1071188498.0,79.77,79.77,0,9.79,5.0,38.54,14.88,9.22,14.19,15.0,10.0,9.79,3.49,-1.8,0.0,10,近期公告中性,南玻Ａ:2025年年度股东会决议公告；南玻Ａ:第九届董事会临时会议决议公告；南玻Ａ:关于公司减少注册资本暨通知债权人的公告,-1.8,-2.11,-13745320.0,融资余额下降-2.1%,0.0,0,0.0,近期未上龙虎榜,近期公告中性；融资余额下降-2.1%；近期未上龙虎榜,趋势质量较好；20日多数站上MA20；MA20斜率上行；DMI趋势偏强；量能放大,短线已有涨幅，避免高开追入；偏离MA20较大；事件/两融/龙虎榜偏负,等回踩确认,T+1不涨停、不停牌；开盘高开不超过1.5%且价格≤5.33；盘中回踩4.91附近不破、重新放量转强再考虑。,一字涨停/开盘涨停不买；高开超过1.5%不追；跌破5.17或开盘后放量走弱不买；成交额明显不足不买。,1.5,5.33,4.91,5.17,14.88,5.1,5.0,1.78,43.4,37.57,7.41,30.16,2.3,0.173746,1.168875,17,6.1569,10.6826,True,True,True,0.021199,0.066454,0.210842,0.15854,0.104604,162817914.0,0.151997,0.6512,0.6512,True,True,False,False,2,0,🟠 连涨2天，注意节奏,1,4.88,5.84,6.24,4.88,1.6,1日快进快出，冲高先兑现,1日短线计划；T+1看5.58/止损5.07；T+2看5.69/止损4.88；T+3看5.84/止损4.88,参考信号日收盘价5.25，若T+1买入价明显高于该价，止损/止盈需按实际成交价等比例上移；若放量跌破MA20，应优先退出。,5.07,5.58,T+1：冲到5.58先减仓，跌破5.07止损；若高开低走不恋战,4.88,5.69,T+2：未突破5.69且量能转弱则减仓，跌破4.88退出,4.88,5.84,T+3：到5.84分批止盈，跌破4.88或MA5失守退出
18,601108,财通证券,,9.21,6.47,1636711595.0,78.53,78.53,0,9.37,15.0,19.36,12.47,8.38,9.31,8.0,10.0,9.37,7.79,-1.8,0.0,17,近期公告中性,财通证券:2025年年度权益分派实施公告(修订版)；财通证券:关于因实施2025年年度权益分派调整“财通转债”转股价格的公告；财通证券:2026年度第二期短期融资券发行结果公告,-1.8,-1.56,-12240969.0,融资余额下降-1.6%,0.0,0,0.0,近期未上龙虎榜,近期公告中性；融资余额下降-1.6%；近期未上龙虎榜,趋势质量较好；量能放大；MACD动能确认；资金净流入；板块相对靠前,短线已有涨幅，避免高开追入；事件/两融/龙虎榜偏负,轻仓观察,T+1不涨停、不停牌；开盘高开不超过2.0%且价格≤9.39；盘中回踩8.75附近不破、重新放量转强再考虑。,一字涨停/开盘涨停不买；高开超过2.0%不追；跌破9.07或开盘后放量走弱不买；成交额明显不足不买。,2.0,9.39,8.75,9.07,12.47,3.3,3.81,2.36,33.6,37.28,11.79,25.49,2.1,0.146541,1.145594,11,3.0507,-2.0588,False,True,True,0.008461,0.047251,0.29509,0.231277,0.127626,219273501.0,0.133972,0.2209,0.2209,True,True,False,False,2,0,🟠 连涨2天，注意节奏,2,8.57,10.24,10.89,8.72,1.6,2日短线跟踪，按纪律退出,2日短线计划；T+1看9.79/止损8.89；T+2看9.98/止损8.68；T+3看10.24/止损8.72,参考信号日收盘价9.21，若T+1买入价明显高于该价，止损/止盈需按实际成交价等比例上移；若放量跌破MA20，应优先退出。,8.89,9.79,T+1：冲到9.79先减仓，跌破8.89止损；若高开低走不恋战,8.68,9.98,T+2：未突破9.98且量能转弱则减仓，跌破8.68退出,8.72,10.24,T+3：到10.24分批止盈，跌破8.72或MA5失守退出
19,605296,神农集团,,29.4,5.45,195298172.0,77.61,77.61,0,13.23,15.0,30.36,7.01,7.6,9.67,8.0,10.0,13.23,7.09,0.0,0.0,10,近期公告中性,神农集团:云南神农农业产业集团股份有限公司2025年限制性股票激励计划预留授予激励对象名单(授予日)；神农集团:云南神农农业产业集团股份有限公司第五届董事会第九次会议决议公告；神农集团:云南神农农业产业集团股份有限公司董事会薪酬与考核委员会关于2025年限制性股票激励计划预留授予相关事项的核查意见,0.0,0.0,0.0,无两融数据,0.0,0,0.0,近期未上龙虎榜,近期公告中性；无两融数据；近期未上龙虎榜,量能放大；MACD动能确认；资金净流入；板块相对靠前,暂无明显额外风险，仍需按T+1开盘条件执行,轻仓观察,T+1不涨停、不停牌；开盘高开不超过2.0%且价格≤29.99；盘中回踩27.40附近不破、重新放量转强再考虑。,一字涨停/开盘涨停不买；高开超过2.0%不追；跌破28.96或开盘后放量走弱不买；成交额明显不足不买。,2.0,29.99,27.4,28.96,7.01,1.2,0.0,2.81,34.3,47.09,11.56,35.53,1.9,0.126889,1.12769,4,-2.1543,-9.4395,False,True,True,0.04667,0.023653,0.744709,0.310506,0.868406,58320624.0,0.298624,0.2907,0.2907,True,True,False,False,1,0,🟡 首日上涨，可关注,2,27.34,32.69,34.75,27.88,1.6,2日短线跟踪，按纪律退出,2日短线计划；T+1看31.25/止损28.37；T+2看31.87/止损27.75；T+3看32.69/止损27.88,参考信号日收盘价29.40，若T+1买入价明显高于该价，止损/止盈需按实际成交价等比例上移；若放量跌破MA20，应优先退出。,28.37,31.25,T+1：冲到31.25先减仓，跌破28.37止损；若高开低走不恋战,27.75,31.87,T+2：未突破31.87且量能转弱则减仓，跌破27.75退出,27.88,32.69,T+3：到32.69分批止盈，跌破27.88或MA5失守退出
20,600732,爱旭股份,,13.86,0.07,857923647.0,77.07,77.07,0,13.93,5.0,24.22,13.29,5.81,15.0,8.0,9.15,13.93,2.09,4.8,3.0,13,公告偏正面(6个积极关键词),爱旭股份:关于2025年股权激励计划首次授予限制性股票第一个解除限售期解除限售暨上市的公告；爱旭股份:关于为子公司提供担保的进展公告；爱旭股份:关于控股股东之一致行动人减持股份计划公告,1.8,4.89,17040408.0,融资余额上升4.9%,0.0,0,0.0,近期未上龙虎榜,公告偏正面(6个积极关键词)；融资余额上升4.9%；近期未上龙虎榜,趋势质量较好；DMI趋势偏强；MACD动能确认；资金净流入；事件/两融/龙虎榜加分,短线已有涨幅，避免高开追入,轻仓观察,T+1不涨停、不停牌；开盘高开不超过2.0%且价格≤14.14；盘中回踩13.39附近不破、重新放量转强再考虑。,一字涨停/开盘涨停不买；高开超过2.0%不追；跌破13.65或开盘后放量走弱不买；成交额明显不足不买。,2.0,14.14,13.39,13.65,13.29,4.2,2.82,3.26,46.7,37.73,11.04,26.69,1.45,0.112487,1.10951,14,2.2593,-6.5844,True,True,True,0.010607,0.030494,0.342555,0.258221,0.16867,281781810.0,0.328446,0.7907,0.7907,True,True,False,False,2,0,🟠 连涨2天，注意节奏,3,12.89,15.41,16.38,13.12,1.6,3日趋势观察，破短均退出,3日短线计划；T+1看14.73/止损13.37；T+2看15.02/止损13.19；T+3看15.41/止损13.12,参考信号日收盘价13.86，若T+1买入价明显高于该价，止损/止盈需按实际成交价等比例上移；若放量跌破MA20，应优先退出。,13.37,14.73,T+1：冲到14.73先减仓，跌破13.37止损；若高开低走不恋战,13.19,15.02,T+2：未突破15.02且量能转弱则减仓，跌破13.19退出,13.12,15.41,T+3：到15.41分批止盈，跌破13.12或MA5失守退出
